Variable:,tas
,"Pitcairn Islands","Administrative unit not available"
2015,23.55,23.20
2016,23.37,22.96
2017,23.40,22.96
2018,23.41,22.99
2019,23.57,23.19
2020,23.54,23.15
2021,23.53,23.17
2022,23.62,23.23
2023,23.53,23.07
2024,23.61,23.22
2025,23.60,23.22
2026,23.62,23.21
2027,23.61,23.22
2028,23.62,23.21
2029,23.58,23.21
2030,23.67,23.33
2031,23.63,23.25
2032,23.62,23.21
2033,23.76,23.38
2034,23.80,23.32
2035,23.80,23.48
2036,23.80,23.40
2037,23.70,23.26
2038,23.74,23.35
2039,23.76,23.38
2040,23.78,23.38
2041,23.67,23.24
2042,23.87,23.36
2043,23.87,23.47
2044,23.79,23.38
2045,23.95,23.55
2046,23.94,23.51
2047,23.95,23.53
2048,23.84,23.50
2049,23.94,23.53
2050,24.05,23.71
2051,23.94,23.58
2052,24.02,23.56
2053,24.01,23.66
2054,24.06,23.69
2055,24.00,23.67
2056,23.94,23.56
2057,24.13,23.69
2058,24.05,23.64
2059,24.04,23.67
2060,24.06,23.69
2061,24.10,23.79
2062,24.11,23.78
2063,24.03,23.59
2064,24.17,23.74
2065,24.03,23.62
2066,24.32,23.91
2067,24.24,23.87
2068,24.21,23.75
2069,24.29,23.90
2070,24.30,23.89
2071,24.25,23.90
2072,24.10,23.79
2073,24.11,23.76
2074,24.27,23.90
2075,24.21,23.91
2076,24.12,23.78
2077,24.27,23.89
2078,24.41,23.97
2079,24.34,23.89
2080,24.19,23.88
2081,24.20,23.74
2082,24.47,24.10
2083,24.47,24.09
2084,24.51,24.13
2085,24.41,23.95
2086,24.32,23.91
2087,24.30,23.87
2088,24.38,23.95
2089,24.41,24.07
2090,24.40,23.99
2091,24.45,24.13
2092,24.40,24.05
2093,24.46,24.02
2094,24.38,23.97
2095,24.31,23.93
2096,24.36,24.03
2097,24.46,24.10
2098,24.41,24.01
2099,24.52,24.21
2100,24.46,24.13
