Variable:,tas
,"British Indian Ocean Territory","Administrative unit not available"
2015,27.04,26.72
2016,27.03,26.69
2017,27.10,26.76
2018,27.22,26.88
2019,27.10,26.73
2020,27.18,26.82
2021,27.21,26.82
2022,27.23,26.89
2023,27.28,26.93
2024,27.37,27.01
2025,27.34,26.97
2026,27.33,26.97
2027,27.29,26.93
2028,27.34,26.96
2029,27.49,27.15
2030,27.32,26.98
2031,27.36,27.02
2032,27.48,27.12
2033,27.52,27.15
2034,27.32,26.97
2035,27.48,27.10
2036,27.47,27.12
2037,27.63,27.29
2038,27.65,27.28
2039,27.69,27.28
2040,27.51,27.15
2041,27.57,27.24
2042,27.74,27.37
2043,27.68,27.30
2044,27.76,27.38
2045,27.63,27.29
2046,27.84,27.45
2047,27.76,27.40
2048,27.89,27.57
2049,27.91,27.54
2050,27.83,27.47
2051,27.78,27.45
2052,27.98,27.63
2053,27.87,27.48
2054,27.96,27.59
2055,27.94,27.58
2056,27.97,27.59
2057,28.11,27.73
2058,27.96,27.60
2059,28.08,27.73
2060,28.16,27.77
2061,27.95,27.58
2062,28.03,27.66
2063,28.13,27.76
2064,28.27,27.89
2065,28.13,27.77
2066,28.21,27.81
2067,28.10,27.73
2068,28.23,27.88
2069,28.22,27.85
2070,28.14,27.76
2071,28.28,27.91
2072,28.20,27.85
2073,28.41,28.03
2074,28.15,27.79
2075,28.19,27.82
2076,28.30,27.95
2077,28.39,27.99
2078,28.30,27.89
2079,28.32,27.95
2080,28.44,28.08
2081,28.56,28.20
2082,28.42,28.09
2083,28.37,28.02
2084,28.47,28.10
2085,28.34,27.97
2086,28.45,28.08
2087,28.44,28.07
2088,28.44,28.06
2089,28.54,28.15
2090,28.49,28.14
2091,28.36,27.98
2092,28.59,28.21
2093,28.53,28.16
2094,28.45,28.08
2095,28.60,28.20
2096,28.56,28.19
2097,28.51,28.14
2098,28.51,28.15
2099,28.55,28.20
2100,28.72,28.37
