Variable:,tas
,Niue,"Administrative unit not available"
2015,25.52,25.32
2016,25.46,25.19
2017,25.59,25.35
2018,25.49,25.24
2019,25.62,25.37
2020,25.57,25.32
2021,25.67,25.44
2022,25.66,25.44
2023,25.64,25.38
2024,25.72,25.46
2025,25.83,25.54
2026,25.89,25.64
2027,25.77,25.51
2028,25.66,25.45
2029,25.74,25.44
2030,25.85,25.58
2031,25.75,25.45
2032,25.72,25.43
2033,25.95,25.71
2034,25.88,25.62
2035,26.03,25.78
2036,25.89,25.68
2037,25.95,25.68
2038,26.06,25.82
2039,26.09,25.86
2040,25.93,25.69
2041,26.04,25.80
2042,26.00,25.77
2043,26.17,25.91
2044,26.15,25.89
2045,26.21,25.95
2046,26.03,25.77
2047,26.10,25.85
2048,26.09,25.80
2049,26.15,25.90
2050,26.13,25.87
2051,26.20,26.01
2052,26.22,25.96
2053,26.21,25.95
2054,26.24,26.02
2055,26.34,26.05
2056,26.26,26.04
2057,26.31,26.05
2058,26.41,26.17
2059,26.41,26.19
2060,26.37,26.11
2061,26.41,26.15
2062,26.33,26.07
2063,26.51,26.21
2064,26.34,26.06
2065,26.44,26.20
2066,26.39,26.12
2067,26.45,26.18
2068,26.32,26.09
2069,26.57,26.38
2070,26.56,26.32
2071,26.53,26.31
2072,26.52,26.26
2073,26.43,26.19
2074,26.53,26.27
2075,26.63,26.40
2076,26.64,26.37
2077,26.59,26.31
2078,26.74,26.49
2079,26.52,26.26
2080,26.49,26.22
2081,26.56,26.28
2082,26.64,26.37
2083,26.58,26.35
2084,26.66,26.44
2085,26.70,26.49
2086,26.73,26.45
2087,26.78,26.53
2088,26.60,26.34
2089,26.76,26.53
2090,26.57,26.28
2091,26.74,26.48
2092,26.66,26.46
2093,26.78,26.53
2094,26.84,26.62
2095,26.83,26.62
2096,26.76,26.53
2097,26.62,26.42
2098,26.69,26.41
2099,26.88,26.61
2100,26.95,26.69
