Variable:,tas
,"New Caledonia","Administrative unit not available"
2015,23.05,23.44
2016,23.03,23.44
2017,23.10,23.50
2018,23.02,23.42
2019,23.02,23.44
2020,23.09,23.52
2021,23.16,23.54
2022,23.10,23.51
2023,23.21,23.63
2024,23.31,23.69
2025,23.22,23.62
2026,23.30,23.70
2027,23.31,23.71
2028,23.32,23.73
2029,23.42,23.83
2030,23.39,23.81
2031,23.24,23.64
2032,23.49,23.91
2033,23.40,23.83
2034,23.49,23.90
2035,23.29,23.70
2036,23.40,23.80
2037,23.50,23.88
2038,23.42,23.83
2039,23.46,23.86
2040,23.51,23.91
2041,23.47,23.87
2042,23.46,23.88
2043,23.46,23.84
2044,23.56,23.97
2045,23.56,23.96
2046,23.50,23.90
2047,23.47,23.88
2048,23.52,23.90
2049,23.47,23.87
2050,23.42,23.81
2051,23.63,24.03
2052,23.57,23.99
2053,23.46,23.87
2054,23.64,24.05
2055,23.57,23.97
2056,23.59,23.98
2057,23.50,23.91
2058,23.59,23.98
2059,23.58,23.99
2060,23.62,24.02
2061,23.67,24.12
2062,23.67,24.10
2063,23.54,23.97
2064,23.71,24.11
2065,23.62,24.01
2066,23.52,23.94
2067,23.64,24.05
2068,23.72,24.14
2069,23.54,23.97
2070,23.62,24.03
2071,23.79,24.20
2072,23.64,24.05
2073,23.54,23.94
2074,23.73,24.12
2075,23.55,23.96
2076,23.43,23.82
2077,23.68,24.10
2078,23.52,23.93
2079,23.57,23.99
2080,23.51,23.92
2081,23.56,23.97
2082,23.66,24.03
2083,23.73,24.11
2084,23.58,24.01
2085,23.52,23.92
2086,23.58,23.99
2087,23.64,24.05
2088,23.69,24.09
2089,23.49,23.92
2090,23.54,23.95
2091,23.66,24.06
2092,23.61,24.00
2093,23.56,23.97
2094,23.63,24.04
2095,23.54,23.94
2096,23.57,23.95
2097,23.82,24.22
2098,23.65,24.05
2099,23.52,23.93
2100,23.65,24.05
