Variable:,tas
,"French Polynesia","Administrative unit not available"
2015,25.69,25.67
2016,25.82,25.80
2017,25.80,25.78
2018,25.86,25.86
2019,25.81,25.79
2020,25.97,25.96
2021,25.94,25.92
2022,25.88,25.87
2023,25.93,25.92
2024,25.90,25.88
2025,26.04,26.02
2026,25.98,25.97
2027,25.86,25.86
2028,26.09,26.08
2029,26.13,26.11
2030,26.01,25.98
2031,26.04,26.02
2032,25.85,25.86
2033,25.93,25.94
2034,26.12,26.10
2035,25.93,25.91
2036,26.03,26.02
2037,26.10,26.07
2038,26.14,26.11
2039,26.04,26.02
2040,26.10,26.08
2041,26.15,26.13
2042,26.15,26.15
2043,25.97,25.96
2044,26.17,26.14
2045,26.14,26.12
2046,26.22,26.19
2047,26.07,26.06
2048,26.06,26.06
2049,26.04,26.02
2050,26.01,26.00
2051,26.05,26.02
2052,26.18,26.14
2053,26.12,26.11
2054,26.16,26.14
2055,26.03,26.01
2056,26.01,26.00
2057,26.14,26.13
2058,26.25,26.20
2059,26.15,26.13
2060,26.11,26.10
2061,26.13,26.12
2062,26.24,26.21
2063,26.18,26.14
2064,25.97,25.96
2065,25.94,25.94
2066,26.15,26.13
2067,26.19,26.18
2068,26.16,26.13
2069,25.94,25.94
2070,26.08,26.05
2071,26.12,26.11
2072,25.99,25.98
2073,25.86,25.86
2074,26.13,26.11
2075,25.99,25.98
2076,26.07,26.05
2077,26.04,26.02
2078,26.16,26.15
2079,26.00,25.98
2080,26.09,26.06
2081,25.93,25.92
2082,26.14,26.10
2083,26.05,26.02
2084,26.06,26.05
2085,26.03,26.00
2086,26.03,26.01
2087,26.10,26.09
2088,26.05,26.02
2089,25.93,25.94
2090,26.17,26.14
2091,26.13,26.10
2092,25.93,25.93
2093,26.00,25.96
2094,26.17,26.13
2095,26.07,26.02
2096,26.01,25.98
2097,25.89,25.89
2098,25.93,25.91
2099,25.96,25.93
2100,25.97,25.95
