Variable:,tas
,"French Polynesia","Administrative unit not available"
2015,25.87,25.85
2016,25.89,25.86
2017,25.85,25.83
2018,25.89,25.86
2019,25.85,25.84
2020,25.96,25.95
2021,26.00,25.97
2022,26.01,25.99
2023,26.02,26.00
2024,26.11,26.09
2025,26.06,26.02
2026,26.15,26.13
2027,26.09,26.06
2028,26.05,26.03
2029,26.15,26.13
2030,26.04,26.02
2031,26.10,26.08
2032,26.20,26.17
2033,26.13,26.12
2034,26.18,26.16
2035,26.17,26.17
2036,26.19,26.18
2037,26.26,26.25
2038,26.31,26.29
2039,26.30,26.27
2040,26.35,26.34
2041,26.29,26.27
2042,26.35,26.33
2043,26.33,26.31
2044,26.38,26.35
2045,26.40,26.38
2046,26.46,26.44
2047,26.50,26.48
2048,26.42,26.40
2049,26.48,26.46
2050,26.54,26.51
2051,26.60,26.57
2052,26.58,26.55
2053,26.55,26.53
2054,26.53,26.51
2055,26.58,26.56
2056,26.63,26.62
2057,26.75,26.73
2058,26.64,26.62
2059,26.76,26.73
2060,26.71,26.67
2061,26.63,26.61
2062,26.66,26.64
2063,26.73,26.71
2064,26.71,26.70
2065,26.73,26.70
2066,26.83,26.81
2067,26.72,26.70
2068,26.82,26.79
2069,26.88,26.85
2070,26.82,26.81
2071,26.81,26.78
2072,26.86,26.82
2073,26.87,26.83
2074,26.90,26.88
2075,26.81,26.81
2076,26.90,26.89
2077,27.03,26.99
2078,26.90,26.86
2079,26.85,26.83
2080,26.92,26.88
2081,26.97,26.94
2082,26.94,26.91
2083,26.98,26.97
2084,27.02,26.98
2085,26.96,26.94
2086,26.99,26.96
2087,26.96,26.93
2088,27.03,27.01
2089,27.09,27.07
2090,27.09,27.07
2091,27.03,27.01
2092,26.99,26.97
2093,27.06,27.02
2094,27.07,27.04
2095,27.08,27.06
2096,27.07,27.05
2097,27.01,27.00
2098,27.06,27.02
2099,27.22,27.18
2100,27.25,27.21
