Variable:,tas
,"Norfolk Island","Administrative unit not available"
2015,19.91,19.80
2016,20.00,19.86
2017,20.02,19.91
2018,19.97,19.85
2019,20.13,20.01
2020,20.22,20.07
2021,20.21,20.04
2022,20.13,19.97
2023,20.24,20.08
2024,20.25,20.19
2025,20.23,20.06
2026,20.36,20.22
2027,20.19,20.06
2028,20.39,20.30
2029,20.32,20.16
2030,20.39,20.29
2031,20.38,20.15
2032,20.52,20.40
2033,20.51,20.35
2034,20.44,20.28
2035,20.32,20.16
2036,20.41,20.26
2037,20.51,20.34
2038,20.40,20.37
2039,20.40,20.24
2040,20.54,20.38
2041,20.47,20.33
2042,20.50,20.35
2043,20.47,20.39
2044,20.61,20.53
2045,20.62,20.52
2046,20.48,20.31
2047,20.58,20.42
2048,20.52,20.36
2049,20.44,20.27
2050,20.37,20.30
2051,20.78,20.60
2052,20.67,20.51
2053,20.49,20.29
2054,20.49,20.40
2055,20.56,20.46
2056,20.61,20.49
2057,20.54,20.39
2058,20.66,20.53
2059,20.69,20.57
2060,20.68,20.51
2061,20.75,20.58
2062,20.67,20.53
2063,20.62,20.51
2064,20.66,20.55
2065,20.63,20.53
2066,20.58,20.52
2067,20.78,20.61
2068,20.85,20.67
2069,20.68,20.47
2070,20.64,20.53
2071,20.79,20.68
2072,20.68,20.52
2073,20.58,20.46
2074,20.72,20.61
2075,20.62,20.48
2076,20.57,20.45
2077,20.68,20.57
2078,20.69,20.60
2079,20.67,20.58
2080,20.59,20.45
2081,20.52,20.37
2082,20.55,20.44
2083,20.63,20.51
2084,20.52,20.44
2085,20.55,20.43
2086,20.57,20.49
2087,20.64,20.47
2088,20.66,20.51
2089,20.67,20.54
2090,20.66,20.57
2091,20.68,20.54
2092,20.77,20.54
2093,20.64,20.50
2094,20.61,20.48
2095,20.61,20.43
2096,20.58,20.39
2097,20.73,20.63
2098,20.67,20.54
2099,20.60,20.49
2100,20.77,20.70
