Variable:,tas
,Svalbard,"Administrative unit not available"
2015,-5.55,-4.74
2016,-5.88,-4.97
2017,-5.38,-4.58
2018,-5.28,-4.48
2019,-4.80,-4.00
2020,-4.60,-3.79
2021,-5.29,-4.53
2022,-5.20,-4.47
2023,-5.46,-4.69
2024,-5.03,-4.26
2025,-5.19,-4.48
2026,-4.85,-4.08
2027,-5.04,-4.30
2028,-4.71,-3.90
2029,-5.32,-4.48
2030,-4.20,-3.42
2031,-4.30,-3.55
2032,-4.94,-4.06
2033,-4.50,-3.74
2034,-4.41,-3.70
2035,-4.71,-4.02
2036,-4.32,-3.59
2037,-3.86,-3.16
2038,-4.34,-3.55
2039,-4.08,-3.36
2040,-3.59,-2.88
2041,-3.17,-2.57
2042,-3.86,-3.16
2043,-3.51,-2.78
2044,-3.84,-3.18
2045,-4.01,-3.37
2046,-3.70,-2.97
2047,-4.03,-3.32
2048,-3.64,-2.87
2049,-4.34,-3.57
2050,-4.01,-3.26
2051,-3.34,-2.66
2052,-3.52,-2.82
2053,-3.23,-2.52
2054,-3.22,-2.47
2055,-3.36,-2.64
2056,-2.92,-2.20
2057,-3.73,-2.85
2058,-3.10,-2.42
2059,-3.06,-2.39
2060,-2.89,-2.14
2061,-2.63,-1.97
2062,-3.31,-2.57
2063,-2.73,-2.02
2064,-2.11,-1.39
2065,-2.90,-2.13
2066,-3.25,-2.53
2067,-3.13,-2.37
2068,-3.17,-2.46
2069,-3.15,-2.45
2070,-2.78,-2.02
2071,-2.75,-2.09
2072,-2.49,-1.81
2073,-2.67,-1.98
2074,-2.33,-1.55
2075,-2.46,-1.71
2076,-2.37,-1.62
2077,-2.11,-1.36
2078,-2.34,-1.59
2079,-2.53,-1.78
2080,-2.77,-2.00
2081,-2.41,-1.79
2082,-3.09,-2.38
2083,-2.54,-1.85
2084,-2.99,-2.17
2085,-2.47,-1.68
2086,-3.24,-2.38
2087,-2.97,-2.18
2088,-2.80,-2.02
2089,-2.29,-1.68
2090,-2.33,-1.69
2091,-2.38,-1.77
2092,-2.78,-2.12
2093,-3.28,-2.47
2094,-2.53,-1.80
2095,-2.89,-2.07
2096,-2.04,-1.24
2097,-2.54,-1.83
2098,-3.38,-2.64
2099,-2.88,-2.23
2100,-2.75,-2.02
