Variable:,tasmin
,"New Caledonia","Administrative unit not available"
2015,20.42,21.29
2016,20.38,21.26
2017,20.44,21.32
2018,20.35,21.25
2019,20.29,21.18
2020,20.38,21.28
2021,20.48,21.34
2022,20.42,21.30
2023,20.57,21.47
2024,20.63,21.50
2025,20.53,21.41
2026,20.63,21.50
2027,20.62,21.48
2028,20.66,21.54
2029,20.64,21.50
2030,20.68,21.56
2031,20.57,21.45
2032,20.78,21.66
2033,20.73,21.64
2034,20.82,21.68
2035,20.64,21.53
2036,20.73,21.60
2037,20.80,21.69
2038,20.75,21.64
2039,20.82,21.67
2040,20.85,21.73
2041,20.80,21.68
2042,20.79,21.70
2043,20.80,21.66
2044,20.88,21.75
2045,20.87,21.76
2046,20.86,21.72
2047,20.84,21.72
2048,20.82,21.70
2049,20.80,21.67
2050,20.75,21.64
2051,20.95,21.82
2052,20.92,21.81
2053,20.82,21.71
2054,20.97,21.87
2055,20.88,21.75
2056,20.91,21.79
2057,20.81,21.70
2058,20.90,21.78
2059,20.90,21.79
2060,20.94,21.80
2061,21.03,21.96
2062,20.93,21.85
2063,20.91,21.82
2064,21.03,21.91
2065,20.95,21.83
2066,20.87,21.77
2067,20.98,21.87
2068,20.99,21.88
2069,20.90,21.80
2070,20.97,21.85
2071,21.05,22.01
2072,20.97,21.86
2073,20.84,21.71
2074,20.98,21.85
2075,20.88,21.78
2076,20.74,21.62
2077,20.98,21.89
2078,20.85,21.74
2079,20.88,21.75
2080,20.83,21.71
2081,20.89,21.76
2082,20.96,21.81
2083,20.97,21.88
2084,20.94,21.83
2085,20.83,21.73
2086,20.85,21.75
2087,20.96,21.84
2088,21.04,21.92
2089,20.87,21.76
2090,20.90,21.79
2091,20.96,21.86
2092,20.93,21.81
2093,20.91,21.80
2094,21.00,21.87
2095,20.84,21.74
2096,20.87,21.74
2097,21.08,21.96
2098,21.00,21.86
2099,20.81,21.68
2100,21.00,21.91
