Variable:,tas
,"San Marino","Administrative unit not available"
2015,12.42,14.19
2016,12.32,14.04
2017,12.28,14.00
2018,12.53,14.26
2019,12.66,14.17
2020,12.66,14.34
2021,12.68,14.35
2022,12.98,14.58
2023,12.58,14.30
2024,12.51,14.24
2025,12.79,14.55
2026,12.94,14.66
2027,12.80,14.57
2028,12.92,14.56
2029,12.98,14.67
2030,12.82,14.48
2031,12.98,14.68
2032,13.28,14.82
2033,12.88,14.60
2034,13.25,14.87
2035,13.20,14.85
2036,13.27,14.87
2037,13.19,14.89
2038,13.16,14.79
2039,13.09,14.83
2040,13.22,14.82
2041,13.12,14.81
2042,13.29,14.95
2043,13.19,14.94
2044,13.21,14.94
2045,13.42,15.18
2046,13.26,14.97
2047,13.65,15.25
2048,13.69,15.40
2049,13.69,15.36
2050,13.79,15.44
2051,13.85,15.66
2052,13.66,15.26
2053,13.67,15.40
2054,13.72,15.40
2055,13.98,15.60
2056,13.84,15.43
2057,13.79,15.41
2058,14.25,15.79
2059,14.09,15.72
2060,14.00,15.64
2061,14.07,15.69
2062,14.20,15.75
2063,14.24,15.74
2064,13.86,15.52
2065,14.32,15.86
2066,14.18,15.76
2067,14.26,15.82
2068,14.30,16.00
2069,14.20,15.84
2070,13.95,15.62
2071,14.28,15.96
2072,14.04,15.73
2073,14.37,15.96
2074,14.36,16.02
2075,14.17,15.79
2076,14.13,15.67
2077,14.24,15.74
2078,14.53,16.18
2079,14.47,16.11
2080,14.18,15.91
2081,14.23,15.84
2082,14.59,16.30
2083,14.28,15.95
2084,14.58,16.23
2085,14.40,16.02
2086,14.82,16.41
2087,14.58,16.11
2088,14.59,16.24
2089,14.62,16.27
2090,14.64,16.30
2091,14.50,16.11
2092,14.83,16.42
2093,14.58,16.26
2094,14.66,16.51
2095,14.38,16.06
2096,14.88,16.47
2097,14.87,16.42
2098,14.63,16.31
2099,14.89,16.56
2100,14.66,16.34
