Variable:,tas
,"Marshall Islands","Administrative unit not available"
2015,27.49,27.35
2016,27.55,27.40
2017,27.49,27.37
2018,27.56,27.43
2019,27.59,27.47
2020,27.64,27.50
2021,27.59,27.45
2022,27.59,27.48
2023,27.62,27.52
2024,27.69,27.56
2025,27.66,27.52
2026,27.70,27.57
2027,27.72,27.62
2028,27.81,27.67
2029,27.75,27.62
2030,27.81,27.69
2031,27.82,27.65
2032,27.88,27.76
2033,27.90,27.76
2034,27.73,27.62
2035,27.81,27.67
2036,28.04,27.91
2037,28.01,27.88
2038,27.95,27.83
2039,27.92,27.75
2040,27.81,27.68
2041,27.94,27.79
2042,28.01,27.89
2043,27.91,27.78
2044,28.06,27.89
2045,28.07,27.91
2046,28.05,27.92
2047,27.97,27.91
2048,27.96,27.85
2049,28.15,27.99
2050,28.05,27.95
2051,28.03,27.93
2052,28.00,27.88
2053,28.04,27.87
2054,28.02,27.91
2055,28.00,27.87
2056,28.00,27.85
2057,28.10,27.95
2058,28.09,27.99
2059,28.14,27.99
2060,28.09,27.97
2061,28.12,28.00
2062,28.11,28.01
2063,28.05,27.90
2064,28.07,27.91
2065,28.09,27.97
2066,28.12,28.00
2067,28.08,27.94
2068,28.13,27.98
2069,28.16,28.03
2070,28.19,28.01
2071,28.14,28.03
2072,28.03,27.94
2073,28.10,27.99
2074,28.13,28.02
2075,28.06,27.95
2076,28.10,27.99
2077,28.14,28.04
2078,28.14,28.00
2079,28.06,27.96
2080,28.18,28.04
2081,28.13,28.02
2082,28.19,28.04
2083,28.15,28.05
2084,28.17,28.04
2085,28.01,27.88
2086,28.10,27.96
2087,28.10,27.94
2088,28.19,28.03
2089,28.08,27.97
2090,28.10,27.96
2091,28.09,27.97
2092,28.04,27.90
2093,28.07,27.89
2094,28.06,27.93
2095,28.12,27.95
2096,28.15,28.01
2097,28.02,27.85
2098,28.03,27.88
2099,28.05,27.92
2100,27.98,27.82
