Variable:,tas
,"Cook Islands","Administrative unit not available"
2015,24.62,24.78
2016,24.53,24.70
2017,24.51,24.68
2018,24.41,24.60
2019,24.61,24.79
2020,24.50,24.70
2021,24.61,24.76
2022,24.60,24.78
2023,24.72,24.89
2024,24.76,24.96
2025,24.79,24.98
2026,24.80,24.97
2027,24.75,24.93
2028,24.68,24.84
2029,24.69,24.89
2030,24.85,25.02
2031,24.88,25.07
2032,24.80,24.99
2033,24.87,25.05
2034,24.82,24.99
2035,24.99,25.16
2036,24.82,25.02
2037,24.92,25.10
2038,24.88,25.07
2039,25.02,25.18
2040,25.05,25.23
2041,24.94,25.11
2042,24.89,25.08
2043,24.90,25.07
2044,25.02,25.20
2045,24.96,25.11
2046,24.92,25.11
2047,25.06,25.24
2048,25.03,25.22
2049,25.05,25.22
2050,24.69,24.89
2051,25.04,25.18
2052,25.08,25.24
2053,25.02,25.20
2054,24.94,25.14
2055,25.05,25.20
2056,25.03,25.21
2057,25.06,25.25
2058,25.00,25.18
2059,24.93,25.13
2060,25.11,25.29
2061,25.05,25.25
2062,25.08,25.23
2063,24.96,25.16
2064,25.12,25.28
2065,24.92,25.12
2066,24.96,25.15
2067,24.97,25.19
2068,25.06,25.24
2069,25.24,25.40
2070,25.09,25.27
2071,25.11,25.31
2072,25.07,25.25
2073,24.94,25.14
2074,25.00,25.18
2075,24.99,25.18
2076,24.94,25.13
2077,25.12,25.25
2078,24.94,25.14
2079,25.02,25.20
2080,25.03,25.23
2081,24.91,25.10
2082,24.97,25.16
2083,25.04,25.24
2084,25.05,25.21
2085,24.88,25.07
2086,24.87,25.06
2087,25.02,25.20
2088,25.09,25.28
2089,25.07,25.25
2090,24.85,25.04
2091,25.03,25.21
2092,24.97,25.18
2093,25.06,25.23
2094,24.96,25.14
2095,25.02,25.23
2096,25.06,25.22
2097,24.98,25.16
2098,24.99,25.17
2099,24.98,25.14
2100,24.96,25.16
