Variable:,tasmin
,"French Polynesia","Administrative unit not available"
2015,23.52,23.73
2016,23.50,23.70
2017,23.50,23.72
2018,23.57,23.76
2019,23.63,23.83
2020,23.64,23.85
2021,23.67,23.88
2022,23.71,23.91
2023,23.66,23.86
2024,23.73,23.95
2025,23.74,23.94
2026,23.76,23.97
2027,23.71,23.92
2028,23.65,23.87
2029,23.76,23.97
2030,23.77,23.97
2031,23.90,24.11
2032,23.78,23.99
2033,23.83,24.04
2034,23.89,24.10
2035,23.87,24.08
2036,23.91,24.11
2037,23.95,24.15
2038,23.88,24.08
2039,23.99,24.19
2040,23.92,24.15
2041,23.89,24.09
2042,23.91,24.10
2043,23.98,24.17
2044,23.99,24.20
2045,23.94,24.15
2046,24.08,24.27
2047,24.04,24.24
2048,24.04,24.24
2049,24.10,24.30
2050,24.03,24.24
2051,24.04,24.24
2052,23.99,24.19
2053,24.02,24.21
2054,24.00,24.20
2055,23.95,24.15
2056,24.09,24.28
2057,24.05,24.25
2058,24.06,24.27
2059,24.06,24.28
2060,24.12,24.32
2061,24.02,24.21
2062,24.06,24.26
2063,23.97,24.17
2064,24.03,24.23
2065,23.96,24.17
2066,24.07,24.27
2067,24.10,24.28
2068,23.99,24.20
2069,24.13,24.33
2070,24.13,24.32
2071,24.15,24.35
2072,24.06,24.27
2073,24.14,24.34
2074,24.12,24.31
2075,24.06,24.26
2076,24.06,24.26
2077,24.13,24.32
2078,24.06,24.26
2079,24.15,24.34
2080,24.05,24.26
2081,24.13,24.33
2082,24.07,24.29
2083,24.15,24.34
2084,24.07,24.27
2085,23.96,24.17
2086,24.04,24.23
2087,24.00,24.21
2088,24.12,24.32
2089,24.02,24.22
2090,23.95,24.15
2091,24.03,24.23
2092,24.10,24.30
2093,24.04,24.24
2094,24.03,24.23
2095,24.06,24.26
2096,23.98,24.20
2097,23.95,24.16
2098,24.05,24.25
2099,23.98,24.18
2100,24.07,24.26
