Variable:,tas
,Samoa,"Administrative unit not available"
2015,27.55,27.39
2016,27.45,27.28
2017,27.54,27.38
2018,27.71,27.56
2019,27.61,27.45
2020,27.64,27.46
2021,27.61,27.45
2022,27.70,27.54
2023,27.75,27.58
2024,27.66,27.49
2025,27.61,27.43
2026,27.85,27.70
2027,27.67,27.52
2028,27.80,27.64
2029,27.85,27.68
2030,27.64,27.47
2031,27.85,27.69
2032,27.74,27.58
2033,27.87,27.70
2034,27.84,27.65
2035,27.74,27.59
2036,27.87,27.72
2037,27.88,27.71
2038,27.78,27.62
2039,27.78,27.61
2040,27.77,27.59
2041,28.06,27.90
2042,28.01,27.85
2043,27.81,27.65
2044,27.93,27.76
2045,27.93,27.78
2046,27.94,27.77
2047,27.74,27.58
2048,27.91,27.75
2049,27.85,27.70
2050,27.87,27.71
2051,27.71,27.55
2052,27.88,27.74
2053,27.92,27.75
2054,27.95,27.77
2055,27.80,27.63
2056,27.80,27.63
2057,27.92,27.75
2058,27.96,27.80
2059,27.83,27.66
2060,28.00,27.83
2061,27.95,27.78
2062,27.94,27.78
2063,27.93,27.77
2064,27.72,27.55
2065,27.67,27.52
2066,27.92,27.77
2067,28.00,27.82
2068,27.87,27.73
2069,27.71,27.54
2070,27.92,27.77
2071,27.86,27.70
2072,27.83,27.68
2073,27.78,27.64
2074,27.85,27.68
2075,27.87,27.69
2076,27.91,27.75
2077,27.90,27.74
2078,27.73,27.58
2079,27.91,27.76
2080,27.80,27.65
2081,27.91,27.76
2082,27.82,27.65
2083,27.71,27.55
2084,27.87,27.71
2085,27.85,27.68
2086,27.83,27.67
2087,27.82,27.67
2088,27.75,27.58
2089,27.81,27.64
2090,27.83,27.67
2091,27.80,27.64
2092,27.82,27.67
2093,27.73,27.59
2094,27.83,27.64
2095,27.85,27.69
2096,27.75,27.61
2097,27.69,27.51
2098,27.69,27.51
2099,27.67,27.51
2100,27.73,27.56
