Variable:,tasmin
,"Northern Mariana Islands","Administrative unit not available"
2015,25.21,25.29
2016,25.23,25.30
2017,25.29,25.37
2018,25.28,25.36
2019,25.30,25.38
2020,25.38,25.46
2021,25.38,25.46
2022,25.40,25.48
2023,25.43,25.52
2024,25.47,25.55
2025,25.46,25.55
2026,25.50,25.58
2027,25.40,25.47
2028,25.49,25.56
2029,25.51,25.60
2030,25.48,25.57
2031,25.58,25.65
2032,25.52,25.62
2033,25.66,25.73
2034,25.62,25.70
2035,25.70,25.77
2036,25.67,25.75
2037,25.66,25.74
2038,25.76,25.84
2039,25.81,25.89
2040,25.77,25.84
2041,25.68,25.76
2042,25.72,25.80
2043,25.82,25.90
2044,25.74,25.81
2045,25.76,25.82
2046,25.82,25.88
2047,25.88,25.94
2048,25.84,25.92
2049,25.86,25.92
2050,25.79,25.88
2051,25.83,25.91
2052,25.87,25.93
2053,25.89,25.97
2054,25.79,25.86
2055,25.87,25.95
2056,25.86,25.95
2057,25.84,25.91
2058,25.92,26.00
2059,25.90,26.00
2060,25.89,25.94
2061,25.93,25.99
2062,25.94,26.04
2063,25.92,26.01
2064,25.98,26.05
2065,25.81,25.90
2066,25.80,25.88
2067,25.96,26.03
2068,25.95,26.03
2069,25.94,26.01
2070,25.93,26.01
2071,26.06,26.15
2072,25.88,25.96
2073,25.91,26.00
2074,25.94,26.01
2075,25.95,26.03
2076,25.95,26.02
2077,25.87,25.97
2078,25.97,26.04
2079,25.87,25.94
2080,25.92,25.99
2081,25.90,25.99
2082,25.95,26.02
2083,25.89,25.98
2084,25.90,26.01
2085,25.89,25.96
2086,25.76,25.85
2087,25.90,25.98
2088,25.90,25.98
2089,25.93,26.00
2090,25.88,25.97
2091,25.81,25.90
2092,25.97,26.05
2093,25.86,25.93
2094,25.74,25.83
2095,25.79,25.87
2096,25.83,25.91
2097,25.89,26.00
2098,25.81,25.88
2099,25.75,25.84
2100,25.78,25.86
