Variable:,tasmin
,Tonga,"Administrative unit not available"
2015,23.04,22.97
2016,22.89,22.87
2017,22.74,22.66
2018,23.15,23.15
2019,23.01,23.03
2020,22.91,22.90
2021,22.95,22.95
2022,23.22,23.24
2023,23.22,23.18
2024,23.12,23.10
2025,23.03,23.01
2026,23.33,23.29
2027,23.10,23.09
2028,23.20,23.18
2029,23.10,23.07
2030,22.96,22.98
2031,23.16,23.13
2032,23.30,23.28
2033,23.24,23.22
2034,23.26,23.22
2035,23.08,23.09
2036,23.30,23.29
2037,23.34,23.28
2038,23.12,23.11
2039,22.99,22.99
2040,23.32,23.30
2041,23.51,23.47
2042,23.40,23.36
2043,23.30,23.31
2044,23.15,23.10
2045,23.30,23.29
2046,23.37,23.37
2047,23.37,23.36
2048,23.41,23.41
2049,23.22,23.22
2050,23.33,23.35
2051,23.31,23.26
2052,23.28,23.27
2053,23.28,23.22
2054,23.35,23.33
2055,23.31,23.27
2056,23.15,23.16
2057,23.36,23.29
2058,23.33,23.31
2059,23.31,23.34
2060,23.39,23.38
2061,23.19,23.20
2062,23.41,23.40
2063,23.45,23.43
2064,23.36,23.33
2065,23.33,23.32
2066,23.26,23.25
2067,23.29,23.26
2068,23.47,23.43
2069,23.45,23.43
2070,23.26,23.28
2071,23.37,23.34
2072,23.32,23.26
2073,23.33,23.28
2074,23.10,23.12
2075,23.28,23.29
2076,23.30,23.31
2077,23.32,23.30
2078,23.20,23.14
2079,23.26,23.26
2080,23.21,23.20
2081,23.43,23.39
2082,23.27,23.23
2083,22.85,22.93
2084,23.24,23.22
2085,23.31,23.31
2086,23.12,23.11
2087,23.23,23.21
2088,23.10,23.09
2089,23.11,23.11
2090,22.99,22.97
2091,23.18,23.16
2092,23.26,23.25
2093,23.46,23.40
2094,23.17,23.15
2095,23.15,23.15
2096,23.36,23.35
2097,23.33,23.31
2098,22.93,22.92
2099,23.10,23.08
2100,22.98,22.92
