Variable:,tas
,Aruba,"Administrative unit not available"
2015,27.69,28.08
2016,27.66,28.06
2017,27.78,28.20
2018,27.76,28.14
2019,27.73,28.15
2020,27.77,28.16
2021,27.89,28.24
2022,27.90,28.34
2023,27.87,28.25
2024,28.00,28.37
2025,27.96,28.35
2026,28.00,28.44
2027,27.89,28.26
2028,28.03,28.47
2029,28.00,28.42
2030,27.97,28.39
2031,28.13,28.58
2032,28.12,28.55
2033,28.21,28.63
2034,28.10,28.51
2035,28.14,28.57
2036,28.10,28.53
2037,28.28,28.66
2038,28.35,28.77
2039,28.33,28.79
2040,28.20,28.61
2041,28.24,28.69
2042,28.35,28.81
2043,28.30,28.72
2044,28.23,28.67
2045,28.23,28.66
2046,28.33,28.76
2047,28.37,28.80
2048,28.54,28.93
2049,28.51,28.91
2050,28.39,28.79
2051,28.41,28.85
2052,28.71,29.13
2053,28.56,28.95
2054,28.51,28.95
2055,28.61,29.06
2056,28.53,28.97
2057,28.78,29.19
2058,28.59,29.04
2059,28.71,29.14
2060,28.74,29.18
2061,28.62,29.06
2062,28.70,29.16
2063,28.73,29.20
2064,28.82,29.21
2065,28.95,29.39
2066,28.83,29.29
2067,28.81,29.30
2068,28.88,29.33
2069,28.84,29.29
2070,28.94,29.39
2071,28.82,29.26
2072,28.87,29.35
2073,29.02,29.44
2074,28.85,29.30
2075,28.90,29.29
2076,28.98,29.44
2077,29.05,29.48
2078,29.00,29.40
2079,28.92,29.31
2080,28.98,29.45
2081,29.04,29.51
2082,29.02,29.46
2083,29.02,29.45
2084,29.09,29.50
2085,29.14,29.57
2086,29.19,29.61
2087,29.18,29.63
2088,28.96,29.39
2089,29.11,29.59
2090,29.23,29.66
2091,29.20,29.62
2092,29.21,29.67
2093,29.06,29.50
2094,29.23,29.68
2095,29.39,29.80
2096,29.26,29.65
2097,29.14,29.56
2098,29.14,29.58
2099,29.16,29.59
2100,29.34,29.76
