Variable:,tas
,Monaco,"Administrative unit not available"
2015,10.79,16.84
2016,10.65,16.76
2017,10.75,16.74
2018,10.68,16.67
2019,10.93,16.93
2020,10.55,16.70
2021,10.63,16.66
2022,11.18,17.18
2023,10.79,16.73
2024,10.74,16.85
2025,11.40,17.33
2026,10.61,16.87
2027,11.44,17.45
2028,11.19,17.18
2029,11.01,17.11
2030,10.98,17.01
2031,11.03,17.00
2032,11.08,17.03
2033,11.28,17.22
2034,11.33,17.23
2035,11.13,17.16
2036,11.71,17.47
2037,11.43,17.30
2038,11.39,17.41
2039,11.46,17.51
2040,11.67,17.60
2041,11.17,17.12
2042,11.11,17.18
2043,11.42,17.36
2044,11.16,17.15
2045,11.13,17.31
2046,11.18,17.24
2047,11.18,17.30
2048,11.15,17.03
2049,11.10,17.15
2050,11.08,17.27
2051,11.50,17.47
2052,11.42,17.37
2053,11.21,17.34
2054,11.34,17.33
2055,11.51,17.21
2056,11.33,17.41
2057,11.15,17.14
2058,11.28,17.18
2059,11.68,17.59
2060,11.28,17.36
2061,11.49,17.35
2062,11.27,17.16
2063,11.16,17.32
2064,11.25,17.33
2065,11.31,17.38
2066,11.06,17.14
2067,11.42,17.45
2068,11.27,17.25
2069,11.41,17.42
2070,11.53,17.59
2071,11.35,17.38
2072,11.48,17.40
2073,11.47,17.36
2074,11.04,17.13
2075,11.13,17.20
2076,11.43,17.41
2077,11.28,17.17
2078,11.24,17.30
2079,11.30,17.18
2080,11.42,17.39
2081,11.22,17.27
2082,11.31,17.26
2083,11.09,17.18
2084,10.78,16.85
2085,11.09,17.10
2086,11.36,17.27
2087,10.87,17.02
2088,11.19,17.21
2089,11.61,17.25
2090,11.06,17.20
2091,11.10,17.04
2092,11.29,17.27
2093,11.16,17.24
2094,10.96,17.02
2095,11.18,17.19
2096,11.39,17.45
2097,11.35,17.36
2098,11.16,17.17
2099,10.75,16.87
2100,11.13,17.30
