Variable:,tas
,"Christmas Island","Administrative unit not available"
2015,26.73,26.81
2016,26.63,26.69
2017,26.70,26.82
2018,26.91,26.93
2019,26.89,26.94
2020,26.90,26.95
2021,26.74,26.81
2022,26.84,26.87
2023,26.90,26.93
2024,26.97,27.06
2025,26.97,27.03
2026,27.04,27.12
2027,26.96,27.05
2028,26.99,27.06
2029,27.12,27.14
2030,27.08,27.12
2031,27.02,27.04
2032,27.07,27.14
2033,27.05,27.12
2034,27.09,27.18
2035,27.19,27.26
2036,27.15,27.30
2037,27.10,27.16
2038,27.30,27.34
2039,27.30,27.33
2040,27.28,27.33
2041,27.27,27.32
2042,27.26,27.34
2043,27.26,27.32
2044,27.31,27.35
2045,27.39,27.46
2046,27.39,27.45
2047,27.40,27.51
2048,27.39,27.46
2049,27.55,27.55
2050,27.52,27.52
2051,27.41,27.44
2052,27.50,27.54
2053,27.61,27.59
2054,27.56,27.63
2055,27.61,27.63
2056,27.57,27.70
2057,27.59,27.70
2058,27.60,27.68
2059,27.48,27.54
2060,27.69,27.77
2061,27.80,27.85
2062,27.66,27.75
2063,27.67,27.73
2064,27.71,27.76
2065,27.72,27.82
2066,27.67,27.77
2067,27.73,27.75
2068,27.74,27.83
2069,27.85,27.86
2070,27.69,27.77
2071,27.91,27.91
2072,27.84,27.90
2073,27.85,27.96
2074,27.92,27.98
2075,27.86,27.92
2076,27.82,27.89
2077,28.06,28.06
2078,27.87,27.96
2079,27.92,27.95
2080,27.90,27.96
2081,28.03,28.11
2082,27.97,28.07
2083,28.05,28.16
2084,27.90,27.98
2085,27.95,28.02
2086,28.07,28.08
2087,28.09,28.17
2088,28.04,28.10
2089,28.06,28.10
2090,28.18,28.21
2091,28.23,28.28
2092,28.13,28.24
2093,28.14,28.19
2094,28.19,28.23
2095,28.12,28.20
2096,28.10,28.17
2097,28.16,28.26
2098,27.99,28.12
2099,28.11,28.16
2100,28.19,28.23
