Variable:,tas
,"Federated States of Micronesia","Administrative unit not available"
2015,27.40,27.41
2016,27.42,27.41
2017,27.40,27.41
2018,27.52,27.54
2019,27.47,27.49
2020,27.48,27.51
2021,27.57,27.59
2022,27.52,27.59
2023,27.65,27.67
2024,27.70,27.72
2025,27.68,27.68
2026,27.66,27.67
2027,27.69,27.70
2028,27.71,27.73
2029,27.76,27.78
2030,27.71,27.74
2031,27.66,27.67
2032,27.55,27.60
2033,27.76,27.80
2034,27.74,27.73
2035,27.71,27.74
2036,27.67,27.71
2037,27.82,27.81
2038,27.87,27.90
2039,27.73,27.80
2040,27.73,27.73
2041,27.77,27.80
2042,27.68,27.70
2043,27.63,27.69
2044,27.78,27.81
2045,27.79,27.77
2046,27.75,27.79
2047,27.92,27.94
2048,27.77,27.82
2049,27.78,27.79
2050,27.80,27.81
2051,27.78,27.78
2052,27.81,27.82
2053,27.75,27.78
2054,27.81,27.85
2055,27.71,27.73
2056,27.83,27.85
2057,27.83,27.81
2058,27.82,27.82
2059,27.79,27.80
2060,27.80,27.81
2061,27.85,27.84
2062,27.73,27.73
2063,27.70,27.70
2064,27.66,27.68
2065,27.61,27.65
2066,27.73,27.74
2067,27.76,27.77
2068,27.70,27.71
2069,27.72,27.72
2070,27.69,27.72
2071,27.90,27.95
2072,27.68,27.72
2073,27.59,27.58
2074,27.78,27.77
2075,27.76,27.75
2076,27.71,27.73
2077,27.78,27.80
2078,27.78,27.80
2079,27.78,27.77
2080,27.76,27.75
2081,27.72,27.73
2082,27.60,27.65
2083,27.69,27.68
2084,27.82,27.84
2085,27.71,27.71
2086,27.62,27.63
2087,27.68,27.71
2088,27.58,27.63
2089,27.68,27.71
2090,27.62,27.62
2091,27.69,27.69
2092,27.61,27.62
2093,27.63,27.66
2094,27.66,27.67
2095,27.72,27.73
2096,27.57,27.60
2097,27.56,27.55
2098,27.62,27.64
2099,27.70,27.72
2100,27.62,27.68
