Variable:,tas
,Tonga,"Administrative unit not available"
2015,25.04,24.85
2016,25.03,24.86
2017,25.00,24.86
2018,24.90,24.75
2019,24.93,24.78
2020,24.97,24.83
2021,25.05,24.91
2022,25.08,24.93
2023,25.10,24.91
2024,25.19,25.04
2025,25.18,25.02
2026,25.24,25.07
2027,25.31,25.15
2028,25.32,25.17
2029,25.24,25.08
2030,25.26,25.09
2031,25.29,25.14
2032,25.25,25.10
2033,25.31,25.12
2034,25.28,25.12
2035,25.41,25.25
2036,25.34,25.20
2037,25.37,25.22
2038,25.25,25.11
2039,25.50,25.30
2040,25.47,25.29
2041,25.38,25.20
2042,25.40,25.23
2043,25.39,25.19
2044,25.44,25.29
2045,25.40,25.26
2046,25.34,25.20
2047,25.42,25.24
2048,25.49,25.35
2049,25.44,25.30
2050,25.33,25.18
2051,25.46,25.33
2052,25.63,25.48
2053,25.47,25.32
2054,25.33,25.17
2055,25.40,25.26
2056,25.41,25.25
2057,25.56,25.42
2058,25.45,25.29
2059,25.34,25.21
2060,25.59,25.46
2061,25.53,25.39
2062,25.51,25.36
2063,25.40,25.28
2064,25.57,25.40
2065,25.43,25.30
2066,25.43,25.28
2067,25.59,25.42
2068,25.55,25.43
2069,25.63,25.50
2070,25.56,25.40
2071,25.60,25.46
2072,25.46,25.34
2073,25.35,25.20
2074,25.56,25.39
2075,25.47,25.30
2076,25.48,25.32
2077,25.42,25.29
2078,25.46,25.27
2079,25.50,25.34
2080,25.51,25.34
2081,25.45,25.29
2082,25.46,25.32
2083,25.51,25.31
2084,25.59,25.40
2085,25.37,25.26
2086,25.44,25.26
2087,25.43,25.31
2088,25.63,25.46
2089,25.59,25.42
2090,25.48,25.31
2091,25.51,25.36
2092,25.56,25.38
2093,25.40,25.25
2094,25.54,25.39
2095,25.42,25.26
2096,25.49,25.32
2097,25.52,25.40
2098,25.47,25.34
2099,25.56,25.41
2100,25.51,25.40
